MD5 hash,Source filename,Source path,Source class,Duplicate filename,Duplicate path,Duplicate class,Image dimensions,File size,Duplicate Category,Label Conflict Status
28d9d60fb828f19b982c0b27d02fb331,131.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Caries\131.jpg,Dental Caries,131.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Impacted teeth\131.jpg,Impacted Teeth,1492x626,482158,A. Exact duplicate with identical image content,CROSS_CLASS_LABEL_CONFLICT
d8a514f38bc9ef2f9605663c7c35fa46,133.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Caries\133.jpg,Dental Caries,133.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Impacted teeth\133.jpg,Impacted Teeth,1092x484,168314,A. Exact duplicate with identical image content,CROSS_CLASS_LABEL_CONFLICT
9b0bb813ab2290f535ddaa40f0f6c2c8,135.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Caries\135.jpg,Dental Caries,135.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Impacted teeth\135.jpg,Impacted Teeth,1320x623,211342,A. Exact duplicate with identical image content,CROSS_CLASS_LABEL_CONFLICT
e60c4262dc352a82c29deeeb8ebfffab,137.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Caries\137.jpg,Dental Caries,137.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Impacted teeth\137.jpg,Impacted Teeth,1313x580,314944,A. Exact duplicate with identical image content,CROSS_CLASS_LABEL_CONFLICT
dbd9c072af8efc0f686fc9a33405c82a,15.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Caries\15.jpg,Dental Caries,15.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Impacted teeth\15.jpg,Impacted Teeth,1179x633,175008,A. Exact duplicate with identical image content,CROSS_CLASS_LABEL_CONFLICT
a3bfe81533bce21525cbe515a04200f9,154.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Caries\154.jpg,Dental Caries,154.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Impacted teeth\154.jpg,Impacted Teeth,1088x452,154117,A. Exact duplicate with identical image content,CROSS_CLASS_LABEL_CONFLICT
cf4c6a90ae27e243934604f4ddfec99e,162.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Caries\162.jpg,Dental Caries,162.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Impacted teeth\162.jpg,Impacted Teeth,1144x523,161644,A. Exact duplicate with identical image content,CROSS_CLASS_LABEL_CONFLICT
7870f53e0877b2ff83bd1b328f9e95d8,163.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Caries\163.jpg,Dental Caries,163.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Impacted teeth\163.jpg,Impacted Teeth,949x464,121303,A. Exact duplicate with identical image content,CROSS_CLASS_LABEL_CONFLICT
48bb80d92e626d7a25806d49e7c332f9,164.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Caries\164.jpg,Dental Caries,164.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Impacted teeth\164.jpg,Impacted Teeth,916x511,141967,A. Exact duplicate with identical image content,CROSS_CLASS_LABEL_CONFLICT
9b056731acf197bfc4600defabbc1451,166.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Caries\166.jpg,Dental Caries,166.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Impacted teeth\166.jpg,Impacted Teeth,1058x550,165395,A. Exact duplicate with identical image content,CROSS_CLASS_LABEL_CONFLICT
54edf782b589f3d98c8b2b474b754d62,170.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Caries\170.jpg,Dental Caries,170.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Impacted teeth\170.jpg,Impacted Teeth,940x432,140949,A. Exact duplicate with identical image content,CROSS_CLASS_LABEL_CONFLICT
e2ba69538e86539e666e0d66a1499818,172.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Caries\172.jpg,Dental Caries,172.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Impacted teeth\172.jpg,Impacted Teeth,940x454,167779,A. Exact duplicate with identical image content,CROSS_CLASS_LABEL_CONFLICT
cc7449fb639717b4703dbe9a805b299e,177.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Caries\177.jpg,Dental Caries,177.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Impacted teeth\177.jpg,Impacted Teeth,1280x698,343521,A. Exact duplicate with identical image content,CROSS_CLASS_LABEL_CONFLICT
d53b929860237643f549324231b383ed,187.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Caries\187.jpg,Dental Caries,187.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Impacted teeth\187.jpg,Impacted Teeth,1600x900,289928,A. Exact duplicate with identical image content,CROSS_CLASS_LABEL_CONFLICT
88cd8ee54bfafa395089890d84ddd86e,2.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Caries\2.jpg,Dental Caries,2.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Impacted teeth\2.jpg,Impacted Teeth,1157x591,177105,A. Exact duplicate with identical image content,CROSS_CLASS_LABEL_CONFLICT
88cd8ee54bfafa395089890d84ddd86e,2.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Caries\2.jpg,Dental Caries,2.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Infection\2.jpg,Infection,1157x591,177105,A. Exact duplicate with identical image content,CROSS_CLASS_LABEL_CONFLICT
88cd8ee54bfafa395089890d84ddd86e,2.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Impacted teeth\2.jpg,Impacted Teeth,2.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Infection\2.jpg,Infection,1157x591,177105,A. Exact duplicate with identical image content,CROSS_CLASS_LABEL_CONFLICT
73e95c8c65ae74f0331ba50a096500c0,203.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Caries\203.jpg,Dental Caries,203.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Impacted teeth\203.jpg,Impacted Teeth,1179x650,200658,A. Exact duplicate with identical image content,CROSS_CLASS_LABEL_CONFLICT
73e95c8c65ae74f0331ba50a096500c0,203.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Caries\203.jpg,Dental Caries,203.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Infection\203.jpg,Infection,1179x650,200658,A. Exact duplicate with identical image content,CROSS_CLASS_LABEL_CONFLICT
73e95c8c65ae74f0331ba50a096500c0,203.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Impacted teeth\203.jpg,Impacted Teeth,203.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Infection\203.jpg,Infection,1179x650,200658,A. Exact duplicate with identical image content,CROSS_CLASS_LABEL_CONFLICT
d3449e2a7844d17a1bfbb82e89347c40,204.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Caries\204.jpg,Dental Caries,204.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Impacted teeth\204.jpg,Impacted Teeth,1170x623,244366,A. Exact duplicate with identical image content,CROSS_CLASS_LABEL_CONFLICT
888692167c83748daa6bb0d3acee4436,209.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Caries\209.jpg,Dental Caries,209.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Impacted teeth\209.jpg,Impacted Teeth,1111x581,202516,A. Exact duplicate with identical image content,CROSS_CLASS_LABEL_CONFLICT
947fea3ad13f7653729c6e11321459dc,211.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Caries\211.jpg,Dental Caries,211.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Impacted teeth\211.jpg,Impacted Teeth,1148x569,204020,A. Exact duplicate with identical image content,CROSS_CLASS_LABEL_CONFLICT
04055861589a84fe611b03ded037fe1c,218.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Caries\218.jpg,Dental Caries,218.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Infection\218.jpg,Infection,1005x599,175835,A. Exact duplicate with identical image content,CROSS_CLASS_LABEL_CONFLICT
8b18720dabdb42eaf179ef60aa4e8381,220.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Caries\220.jpg,Dental Caries,220.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Impacted teeth\220.jpg,Impacted Teeth,947x466,115988,A. Exact duplicate with identical image content,CROSS_CLASS_LABEL_CONFLICT
2c2b714a02c09cf5fbe00ca6add6185a,222.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Caries\222.jpg,Dental Caries,222.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Infection\222.jpg,Infection,1172x692,221146,A. Exact duplicate with identical image content,CROSS_CLASS_LABEL_CONFLICT
091baa7badd28ae3191613efc973d329,223.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Caries\223.jpg,Dental Caries,223.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Impacted teeth\223.jpg,Impacted Teeth,1155x584,190226,A. Exact duplicate with identical image content,CROSS_CLASS_LABEL_CONFLICT
4b7cf8db4ed9b5130dbcae2005f15619,225.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Caries\225.jpg,Dental Caries,225.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Impacted teeth\225.jpg,Impacted Teeth,1116x547,182131,A. Exact duplicate with identical image content,CROSS_CLASS_LABEL_CONFLICT
6bb3fcd20d4065aa00f0a2d7b7a74aa6,229.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Caries\229.jpg,Dental Caries,229.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Infection\229.jpg,Infection,1009x506,192544,A. Exact duplicate with identical image content,CROSS_CLASS_LABEL_CONFLICT
2ae68e858eb838cd0d76744f8937e09c,23.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Caries\23.jpg,Dental Caries,23.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Impacted teeth\23.jpg,Impacted Teeth,1203x677,212876,A. Exact duplicate with identical image content,CROSS_CLASS_LABEL_CONFLICT
37157ccf65d95a9b1f9d28ae33d8b042,25.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Caries\25.jpg,Dental Caries,25.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Impacted teeth\25.jpg,Impacted Teeth,1203x642,218918,A. Exact duplicate with identical image content,CROSS_CLASS_LABEL_CONFLICT
42eff03c88e5a881da2b3309a8e0e8c4,250.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Caries\250.jpg,Dental Caries,250.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Impacted teeth\250.jpg,Impacted Teeth,1898x908,580205,A. Exact duplicate with identical image content,CROSS_CLASS_LABEL_CONFLICT
6e1c30fa390ededd4a34fe5159c4ef93,260.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Caries\260.jpg,Dental Caries,260.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Infection\260.jpg,Infection,1856x920,469192,A. Exact duplicate with identical image content,CROSS_CLASS_LABEL_CONFLICT
263dc83693268188ae5b2392e97dfc22,30.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Caries\30.jpg,Dental Caries,30.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Impacted teeth\30.jpg,Impacted Teeth,1203x669,172846,A. Exact duplicate with identical image content,CROSS_CLASS_LABEL_CONFLICT
c758b04ed07c5b334570682a9c353e0c,32.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Caries\32.jpg,Dental Caries,32.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Impacted teeth\32.jpg,Impacted Teeth,1203x633,204382,A. Exact duplicate with identical image content,CROSS_CLASS_LABEL_CONFLICT
7c8e3d92bd3238bd851bec7493aeb510,42.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Caries\42.jpg,Dental Caries,42.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Impacted teeth\42.jpg,Impacted Teeth,1203x640,200156,A. Exact duplicate with identical image content,CROSS_CLASS_LABEL_CONFLICT
7b72d5361ae6a28513a6787dbfd7e7b2,46.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Caries\46.jpg,Dental Caries,46.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Impacted teeth\46.jpg,Impacted Teeth,1320x616,220783,A. Exact duplicate with identical image content,CROSS_CLASS_LABEL_CONFLICT
1a1026fbf5dd22bd319e4bccee94caf6,5.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Caries\5.jpg,Dental Caries,5.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Impacted teeth\5.jpg,Impacted Teeth,1184x618,186992,A. Exact duplicate with identical image content,CROSS_CLASS_LABEL_CONFLICT
ba8eb4ee86b9a5bf386fb50153cbb806,6.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Caries\6.jpg,Dental Caries,6.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Impacted teeth\6.jpg,Impacted Teeth,1189x640,216579,A. Exact duplicate with identical image content,CROSS_CLASS_LABEL_CONFLICT
fe67c1aa3099e06de342c6146c9b43e1,62.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Caries\62.jpg,Dental Caries,62.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Impacted teeth\62.jpg,Impacted Teeth,1437x727,407183,A. Exact duplicate with identical image content,CROSS_CLASS_LABEL_CONFLICT
2ef293f1327b0d097bcbb4e78383c539,64.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Caries\64.jpg,Dental Caries,64.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Infection\64.jpg,Infection,1554x1004,302423,A. Exact duplicate with identical image content,CROSS_CLASS_LABEL_CONFLICT
cd37c531c76da91226dd5f240f5b9042,66.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Caries\66.jpg,Dental Caries,66.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Impacted teeth\66.jpg,Impacted Teeth,978x496,216402,A. Exact duplicate with identical image content,CROSS_CLASS_LABEL_CONFLICT
a997c9dba6e196e8f61a7aeb99cadc94,77.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Caries\77.jpg,Dental Caries,77.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Infection\77.jpg,Infection,1185x521,225741,A. Exact duplicate with identical image content,CROSS_CLASS_LABEL_CONFLICT
45adab65430dc8e21231c098af653f2f,8.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Caries\8.jpg,Dental Caries,8.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Infection\8.jpg,Infection,1194x660,198062,A. Exact duplicate with identical image content,CROSS_CLASS_LABEL_CONFLICT
215e3753fb316ed919b67868ac4e19e0,84.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Caries\84.jpg,Dental Caries,84.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Infection\84.jpg,Infection,1512x776,319888,A. Exact duplicate with identical image content,CROSS_CLASS_LABEL_CONFLICT
68c07c177a9cf2aada80c63f228ae966,92.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Caries\92.jpg,Dental Caries,92.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Impacted teeth\92.jpg,Impacted Teeth,1437x613,313149,A. Exact duplicate with identical image content,CROSS_CLASS_LABEL_CONFLICT
f6eb490fd3dc50160847864f60bf394a,188.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Impacted teeth\188.jpg,Impacted Teeth,188.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Infection\188.jpg,Infection,832x472,96000,A. Exact duplicate with identical image content,CROSS_CLASS_LABEL_CONFLICT
e9e9553a0ee8d185c14ac3fbfd8f585d,194.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Impacted teeth\194.jpg,Impacted Teeth,194.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Infection\194.jpg,Infection,1252x664,140183,A. Exact duplicate with identical image content,CROSS_CLASS_LABEL_CONFLICT
1c59588971d8aaf9ab45c50110fab117,196.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Impacted teeth\196.jpg,Impacted Teeth,196.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Infection\196.jpg,Infection,1058x571,156001,A. Exact duplicate with identical image content,CROSS_CLASS_LABEL_CONFLICT
53d8626dc3a4e7ab2b9b23c5c66deed2,199.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Impacted teeth\199.jpg,Impacted Teeth,199.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Infection\199.jpg,Infection,1323x701,152120,A. Exact duplicate with identical image content,CROSS_CLASS_LABEL_CONFLICT
53d402ca8ff4bbe26ffb0e538cb33ac8,68.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Impacted teeth\68.jpg,Impacted Teeth,68.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Infection\68.jpg,Infection,1311x597,320760,A. Exact duplicate with identical image content,CROSS_CLASS_LABEL_CONFLICT
edcc80515d86307766e488fc3e07b2e2,85.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Impacted teeth\85.jpg,Impacted Teeth,85.jpg,C:\Users\My Computer\Downloads\dental_dataset\Dental OPG XRAY Dataset\Dental OPG (Classification)\Infection\85.jpg,Infection,1372x583,333444,A. Exact duplicate with identical image content,CROSS_CLASS_LABEL_CONFLICT
